0.0200001 -1.13212e-11 1.01899e-09
0.0200001 -1.51812e-11 1.97221e-09
0.0200001 -1.88996e-11 2.38051e-09
0.0200001 -2.06261e-11 2.50676e-09
0.0200001 -2.13022e-11 2.48202e-09
0.0200001 -2.1177e-11 2.37252e-09
0.0200001 -2.04062e-11 2.21429e-09
0.02 -1.92066e-11 2.02929e-09
0.02 -1.77422e-11 1.83196e-09
0.02 -1.61345e-11 1.63233e-09
0.02 -1.4475e-11 1.43741e-09
0.02 -1.28304e-11 1.25205e-09
0.02 -1.12481e-11 1.07941e-09
0.02 -9.76023e-12 9.21403e-10
0.02 -8.38691e-12 7.78919e-10
0.02 -7.13905e-12 6.52121e-10
0.02 -6.02057e-12 5.40625e-10
0.02 -5.0302e-12 4.4366e-10
0.02 -4.16296e-12 3.60205e-10
0.02 -3.41137e-12 2.89091e-10
0.02 -2.76634e-12 2.29079e-10
0.02 -2.21801e-12 1.78923e-10
0.02 -1.75618e-12 1.37413e-10
0.02 -1.37081e-12 1.03403e-10
0.02 -1.05228e-12 7.58328e-11
0.02 -7.91573e-13 5.37382e-11
0.02 -5.804e-13 3.62543e-11
0.02 -4.11271e-13 2.26163e-11
0.02 -2.77498e-13 1.21553e-11
0.02 -1.73184e-13 4.2927e-12
0.02 -9.31865e-14 -1.46688e-12
0.02 -3.30669e-14 -5.5436e-12
0.02 1.09704e-14 -8.29048e-12
0.02 4.21417e-14 -1.00014e-11
0.02 6.31463e-14 -1.09186e-11
0.02 7.62307e-14 -1.124e-11
0.02 8.32464e-14 -1.11254e-11
0.02 8.57058e-14 -1.07026e-11
0.02 8.48309e-14 -1.00725e-11
0.02 8.15969e-14 -9.31358e-12
0.02 7.67754e-14 -8.4858e-12
0.02 7.09667e-14 -7.63423e-12
0.02 6.4629e-14 -6.79177e-12
0.02 5.81077e-14 -5.98166e-12
0.02 5.16549e-14 -5.21951e-12
0.02 4.54491e-14 -4.51499e-12
0.02 3.96092e-14 -3.87324e-12
0.02 3.421e-14 -3.29602e-12
0.02 2.92909e-14 -2.7826e-12
0.02 2.48661e-14 -2.33049e-12
0.02 2.09297e-14 -1.93604e-12
0.02 1.74632e-14 -1.59488e-12
0.02 1.44384e-14 -1.30225e-12
0.02 1.18226e-14 -1.05324e-12
0.02 9.57915e-15 -8.43047e-13
0.02 7.67119e-15 -6.67014e-13
0.02 6.06094e-15 -5.20782e-13
0.02 4.71335e-15 -4.0032e-13
0.02 3.59619e-15 -3.01957e-13
0.02 2.6783e-15 -2.22396e-13
0.02 1.93224e-15 -1.587e-13
0.02 1.332e-15 -1.08283e-13
0.02 8.55563e-16 -6.88899e-14
0.02 4.85622e-16 -3.85694e-14
0.02 2.04257e-16 -1.56447e-14
0.02 -2.75687e-18 1.31235e-15
0.02 -1.4604e-16 1.35096e-14
0.02 -2.35799e-16 2.19607e-14
0.02 -2.79507e-16 2.7511e-14
0.02 -2.83067e-16 3.08603e-14
0.02 -2.50026e-16 3.25789e-14
0.02 -1.82878e-16 3.31297e-14
0.02 -8.14437e-17 3.2878e-14
0.02 5.4203e-17 3.21024e-14
0.02 2.27016e-16 3.10016e-14
0.02 4.40063e-16 2.96946e-14
0.02 7.00333e-16 2.82163e-14
0.02 1.0138e-15 2.65023e-14
0.02 1.39119e-15 2.43698e-14
0.02 1.84377e-15 2.14791e-14
0.02 2.38631e-15 1.729e-14
0.02 3.03457e-15 1.09844e-14
0.02 3.81072e-15 1.37452e-15
0.02 4.73548e-15 -1.32345e-14
0.02 5.83453e-15 -3.52126e-14
0.02 7.13024e-15 -6.78722e-14
0.02 8.64963e-15 -1.15783e-13
0.02 1.04088e-14 -1.85294e-13
0.02 1.24254e-14 -2.85216e-13
0.02 1.46936e-14 -4.28005e-13
0.02 1.71866e-14 -6.31625e-13
0.02 1.98102e-14 -9.23053e-13
0.02 2.23577e-14 -1.34467e-12
0.02 2.39132e-14 -1.96665e-12
0.02 2.29644e-14 -2.91463e-12
0.02 2.3696e-14 -4.41187e-12
0.02 1.38322e-14 -6.79904e-12
0.02 -8.3941e-14 -1.08139e-11
0.02 3.08424e-14 -1.75454e-11
0.02 8.16869e-13 -2.19766e-11
0.0200001 -1.39957e-11 1.03231e-09
0.0200001 -1.84671e-11 2.00917e-09
0.0200001 -2.29636e-11 2.43105e-09
0.0200001 -2.49587e-11 2.56497e-09
0.0200001 -2.56774e-11 2.54347e-09
0.0200001 -2.54631e-11 2.43411e-09
0.0200001 -2.44926e-11 2.27392e-09
0.02 -2.30232e-11 2.08555e-09
0.02 -2.12477e-11 1.88402e-09
0.02 -1.93079e-11 1.67972e-09
0.02 -1.73111e-11 1.47996e-09
0.02 -1.53358e-11 1.28978e-09
0.02 -1.34377e-11 1.11251e-09
0.02 -1.16544e-11 9.50133e-10
0.02 -1.00095e-11 8.03614e-10
0.02 -8.51586e-12 6.73149e-10
0.02 -7.17781e-12 5.58362e-10
0.02 -5.99362e-12 4.58483e-10
0.02 -4.95717e-12 3.72476e-10
0.02 -4.05937e-12 2.99148e-10
0.02 -3.28927e-12 2.37236e-10
0.02 -2.63493e-12 1.85464e-10
0.02 -2.08413e-12 1.42592e-10
0.02 -1.62478e-12 1.07446e-10
0.02 -1.24534e-12 7.89368e-11
0.02 -9.34983e-13 5.60734e-11
0.02 -6.83794e-13 3.79667e-11
0.02 -4.82789e-13 2.38298e-11
0.02 -3.23966e-13 1.29741e-11
0.02 -2.00268e-13 4.8037e-12
0.02 -1.05546e-13 -1.19196e-12
0.02 -3.44941e-14 -5.44613e-12
0.02 1.74211e-14 -8.32302e-12
0.02 5.40399e-14 -1.0126e-11
0.02 7.85844e-14 -1.11052e-11
0.02 9.37323e-14 -1.14653e-11
0.02 1.01691e-13 -1.13715e-11
0.02 1.04263e-13 -1.09561e-11
0.02 1.02902e-13 -1.03236e-11
0.02 9.87676e-14 -9.55514e-12
0.02 9.2777e-14 -8.71322e-12
0.02 8.5642e-14 -7.84458e-12
0.02 7.79065e-14 -6.98349e-12
0.02 6.99783e-14 -6.1542e-12
0.02 6.2155e-14 -5.37307e-12
0.02 5.46475e-14 -4.65029e-12
0.02 4.75938e-14 -3.99136e-12
0.02 4.10812e-14 -3.39825e-12
0.02 3.51548e-14 -2.87034e-12
0.02 2.98291e-14 -2.4052e-12
0.02 2.50958e-14 -1.99917e-12
0.02 2.09311e-14 -1.64779e-12
0.02 1.73001e-14 -1.34625e-12
0.02 1.41635e-14 -1.08954e-12
0.02 1.14758e-14 -8.72726e-13
0.02 9.19329e-15 -6.91063e-13
0.02 7.26992e-15 -5.40076e-13
0.02 5.66255e-15 -4.15632e-13
0.02 4.33506e-15 -3.13961e-13
0.02 3.24862e-15 -2.31672e-13
0.02 2.37145e-15 -1.65747e-13
0.02 1.6726e-15 -1.13528e-13
0.02 1.12619e-15 -7.2691e-14
0.02 7.12951e-16 -4.12259e-14
0.02 4.12594e-16 -1.74063e-14
0.02 2.10099e-16 2.40536e-16
0.02 9.44896e-17 1.29598e-14
0.02 5.66824e-17 2.17979e-14
0.02 9.06489e-17 2.7627e-14
0.02 1.9298e-16 3.11688e-14
0.02 3.64419e-16 3.30135e-14
0.02 6.08406e-16 3.36387e-14
0.02 9.33062e-16 3.3421e-14
0.02 1.3471e-15 3.26482e-14
0.02 1.86512e-15 3.15244e-14
0.02 2.50451e-15 3.01737e-14
0.02 3.28989e-15 2.86298e-14
0.02 4.24846e-15 2.68268e-14
0.02 5.41596e-15 2.45738e-14
0.02 6.8352e-15 2.15224e-14
0.02 8.55585e-15 1.71135e-14
0.02 1.06351e-14 1.05088e-14
0.02 1.31443e-14 4.85241e-16
0.02 1.61601e-14 -1.46913e-14
0.02 1.97656e-14 -3.74572e-14
0.02 2.40483e-14 -7.11968e-14
0.02 2.9097e-14 -1.20598e-13
0.02 3.49886e-14 -1.9214e-13
0.02 4.17841e-14 -2.94837e-13
0.02 4.95031e-14 -4.41383e-13
0.02 5.80911e-14 -6.50081e-13
0.02 6.73701e-14 -9.48338e-13
0.02 7.69409e-14 -1.37906e-12
